transactionreference,paymenttypedescription,transactionstartedtimestamp,currencyiso3a,mainamount,settlemainamount,settledtimestamp,settlestatus,errorcode,accounttypedescription,requesttypedescription
23-9-81049,MASTERCARD,2016-09-04 04:13:38,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81050,MASTERCARD,2016-09-03 02:27:15,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81052,MASTERCARD,2016-09-06 15:09:50,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81054,MASTERCARD,2016-09-06 13:47:58,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81056,MASTERCARD,2016-09-03 04:16:28,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81061,MASTERCARD,2016-09-06 21:45:38,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81062,MASTERCARD,2016-09-03 09:16:09,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81064,MASTERCARD,2016-09-03 02:03:03,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81065,MASTERCARD,2016-09-05 09:35:04,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81070,MASTERCARD,2016-09-06 12:57:11,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81072,MASTERCARD,2016-09-05 03:05:52,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81075,MASTERCARD,2016-09-06 05:22:50,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81076,MASTERCARD,2016-09-06 20:51:03,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81077,MASTERCARD,2016-09-06 07:34:59,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81079,MASTERCARD,2016-09-03 21:31:39,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81081,MASTERCARD,2016-09-03 16:05:32,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81085,MASTERCARD,2016-09-05 11:10:47,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81086,MASTERCARD,2016-09-05 08:10:07,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81087,MASTERCARD,2016-09-06 22:31:32,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81088,MASTERCARD,2016-09-04 16:10:49,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81089,MASTERCARD,2016-09-04 02:47:47,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81091,MASTERCARD,2016-09-04 23:43:04,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81093,MASTERCARD,2016-09-06 11:48:44,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81096,MASTERCARD,2016-09-05 22:43:37,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81097,MASTERCARD,2016-09-05 09:52:49,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81102,MASTERCARD,2016-09-04 00:47:18,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81103,MASTERCARD,2016-09-06 19:35:07,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81104,MASTERCARD,2016-09-06 06:14:47,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81106,MASTERCARD,2016-09-05 02:54:21,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81111,MASTERCARD,2016-09-03 18:32:48,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81119,MASTERCARD,2016-09-06 04:01:48,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81120,MASTERCARD,2016-09-03 08:47:58,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81121,MASTERCARD,2016-09-06 21:18:05,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81130,MASTERCARD,2016-09-06 02:51:48,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81131,MASTERCARD,2016-09-04 22:26:32,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81137,MASTERCARD,2016-09-04 11:23:20,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81138,MASTERCARD,2016-09-04 23:21:38,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81142,MASTERCARD,2016-09-04 21:04:19,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81146,MASTERCARD,2016-09-03 15:31:05,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81147,MASTERCARD,2016-09-05 12:37:37,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81148,MASTERCARD,2016-09-03 08:38:03,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81149,MASTERCARD,2016-09-05 18:45:27,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81150,MASTERCARD,2016-09-03 12:23:04,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81155,MASTERCARD,2016-09-03 08:06:54,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81156,MASTERCARD,2016-09-05 01:57:38,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81157,MASTERCARD,2016-09-04 20:50:27,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81160,MASTERCARD,2016-09-06 23:15:57,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81161,MASTERCARD,2016-09-05 23:03:47,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81162,MASTERCARD,2016-09-05 18:05:03,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81165,MASTERCARD,2016-09-03 21:22:06,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81166,MASTERCARD,2016-09-06 21:22:07,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81168,MASTERCARD,2016-09-06 06:54:43,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81172,MASTERCARD,2016-09-06 07:55:47,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81173,MASTERCARD,2016-09-04 18:22:03,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81176,MASTERCARD,2016-09-03 16:51:31,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81178,MASTERCARD,2016-09-04 23:35:12,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81181,MASTERCARD,2016-09-06 11:03:07,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81184,MASTERCARD,2016-09-03 10:15:31,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81185,MASTERCARD,2016-09-06 09:51:28,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81186,MASTERCARD,2016-09-06 07:27:29,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81187,MASTERCARD,2016-09-03 15:42:49,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81190,MASTERCARD,2016-09-05 16:38:39,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81194,MASTERCARD,2016-09-06 06:06:08,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81197,MASTERCARD,2016-09-03 21:03:38,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81198,MASTERCARD,2016-09-06 10:45:09,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81199,MASTERCARD,2016-09-05 03:19:18,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81202,MASTERCARD,2016-09-03 14:20:26,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81204,MASTERCARD,2016-09-06 18:13:50,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81206,MASTERCARD,2016-09-04 10:26:29,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81207,MASTERCARD,2016-09-06 11:42:01,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81208,MASTERCARD,2016-09-04 01:15:48,GBP,1.25,1.25,,1,0,ECOM,AUTH
23-9-81211,AMEX,2016-09-06 05:42:14,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81213,AMEX,2016-09-03 17:16:31,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81215,AMEX,2016-09-06 01:47:04,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81216,AMEX,2016-09-03 16:23:08,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81217,AMEX,2016-09-04 07:27:23,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81219,AMEX,2016-09-05 07:12:43,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81221,AMEX,2016-09-04 11:10:20,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81224,AMEX,2016-09-03 06:44:25,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81226,AMEX,2016-09-03 14:28:25,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81229,AMEX,2016-09-03 18:09:23,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81232,AMEX,2016-09-05 01:30:10,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81233,AMEX,2016-09-04 14:32:29,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81234,AMEX,2016-09-06 01:29:05,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81235,AMEX,2016-09-03 20:24:24,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81236,AMEX,2016-09-05 14:21:46,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81242,AMEX,2016-09-06 00:01:15,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81245,AMEX,2016-09-03 08:55:15,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81246,AMEX,2016-09-03 00:48:28,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81247,AMEX,2016-09-04 10:18:10,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81249,AMEX,2016-09-04 03:26:24,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81250,AMEX,2016-09-04 04:25:13,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81254,AMEX,2016-09-05 05:26:13,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81256,AMEX,2016-09-06 09:49:40,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81257,AMEX,2016-09-05 19:54:22,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81259,AMEX,2016-09-04 16:34:49,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81263,AMEX,2016-09-06 07:23:29,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81267,AMEX,2016-09-05 10:48:53,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81272,AMEX,2016-09-06 13:19:19,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81274,AMEX,2016-09-05 02:33:22,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81278,AMEX,2016-09-06 16:52:51,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81283,AMEX,2016-09-05 13:24:43,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81284,AMEX,2016-09-03 06:04:16,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81289,AMEX,2016-09-03 12:28:16,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81290,AMEX,2016-09-06 13:19:54,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81291,AMEX,2016-09-05 22:55:13,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81292,AMEX,2016-09-06 09:35:10,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81294,AMEX,2016-09-05 14:41:17,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81296,AMEX,2016-09-04 13:07:47,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81298,AMEX,2016-09-06 07:47:31,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81304,AMEX,2016-09-06 16:10:23,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81305,AMEX,2016-09-03 06:32:12,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81306,AMEX,2016-09-06 09:17:13,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81307,AMEX,2016-09-06 22:19:20,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81309,AMEX,2016-09-04 06:48:40,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81312,AMEX,2016-09-03 23:34:32,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81317,AMEX,2016-09-06 00:41:05,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81318,AMEX,2016-09-03 04:21:50,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81319,AMEX,2016-09-06 11:30:43,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81321,AMEX,2016-09-04 10:43:17,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81323,AMEX,2016-09-06 16:07:21,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81324,AMEX,2016-09-06 22:28:52,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81330,AMEX,2016-09-03 23:19:51,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81331,AMEX,2016-09-05 11:05:26,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81332,AMEX,2016-09-06 00:23:11,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81333,AMEX,2016-09-03 19:30:15,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81335,AMEX,2016-09-04 13:19:58,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81336,AMEX,2016-09-03 18:44:15,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81339,AMEX,2016-09-06 06:32:28,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81340,AMEX,2016-09-06 17:19:05,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81342,AMEX,2016-09-05 07:53:36,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81343,AMEX,2016-09-03 10:32:44,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81344,AMEX,2016-09-04 20:07:07,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81345,AMEX,2016-09-04 15:50:16,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81348,AMEX,2016-09-05 17:18:12,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81349,AMEX,2016-09-05 17:25:25,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81353,AMEX,2016-09-05 19:42:03,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81354,AMEX,2016-09-03 00:51:37,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81355,AMEX,2016-09-03 17:43:38,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81356,AMEX,2016-09-06 10:56:58,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81359,AMEX,2016-09-03 08:09:25,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81362,AMEX,2016-09-04 01:48:55,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81367,AMEX,2016-09-04 01:16:10,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81368,AMEX,2016-09-03 15:05:40,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81369,AMEX,2016-09-04 02:15:44,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81371,AMEX,2016-09-03 18:20:45,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81374,AMEX,2016-09-03 06:06:45,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81375,AMEX,2016-09-04 16:52:06,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81377,AMEX,2016-09-06 13:33:36,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81378,AMEX,2016-09-04 21:16:06,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81380,AMEX,2016-09-04 09:51:16,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81382,AMEX,2016-09-06 01:51:29,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81384,AMEX,2016-09-03 03:54:33,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81385,AMEX,2016-09-05 12:38:23,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81387,AMEX,2016-09-04 23:07:37,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81388,AMEX,2016-09-04 18:10:25,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81390,AMEX,2016-09-03 22:53:48,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81396,AMEX,2016-09-04 06:16:32,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81397,AMEX,2016-09-03 14:02:17,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81413,AMEX,2016-09-06 20:23:10,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81416,AMEX,2016-09-04 03:33:13,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81417,AMEX,2016-09-05 02:21:40,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81420,AMEX,2016-09-05 15:58:15,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81424,AMEX,2016-09-04 14:14:29,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81425,AMEX,2016-09-06 03:09:55,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81426,AMEX,2016-09-05 17:27:06,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81432,AMEX,2016-09-04 16:01:50,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81433,AMEX,2016-09-06 09:10:27,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81434,AMEX,2016-09-04 12:48:08,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81435,AMEX,2016-09-04 13:15:39,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81436,AMEX,2016-09-06 11:19:02,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81437,AMEX,2016-09-05 03:30:15,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81438,AMEX,2016-09-05 13:36:13,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81439,AMEX,2016-09-05 18:12:55,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81440,AMEX,2016-09-04 08:26:54,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81441,AMEX,2016-09-06 17:51:16,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81445,AMEX,2016-09-06 14:19:56,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81446,AMEX,2016-09-03 01:52:31,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81448,AMEX,2016-09-05 05:06:19,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81449,AMEX,2016-09-04 22:21:08,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81452,AMEX,2016-09-04 00:43:13,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81454,AMEX,2016-09-06 12:14:26,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81457,AMEX,2016-09-06 18:23:41,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81458,AMEX,2016-09-03 11:39:43,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81459,AMEX,2016-09-04 22:26:26,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81462,AMEX,2016-09-04 23:54:56,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81463,AMEX,2016-09-03 04:58:59,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81469,AMEX,2016-09-04 13:34:56,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81470,AMEX,2016-09-03 12:10:57,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81474,AMEX,2016-09-04 00:54:11,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81475,AMEX,2016-09-05 14:08:07,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81477,AMEX,2016-09-06 21:07:25,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81481,AMEX,2016-09-05 23:07:30,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81483,AMEX,2016-09-04 23:23:33,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81485,AMEX,2016-09-03 06:55:24,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81489,AMEX,2016-09-04 03:29:32,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81493,AMEX,2016-09-06 14:35:28,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81494,AMEX,2016-09-06 13:51:50,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81495,AMEX,2016-09-06 03:51:49,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81503,AMEX,2016-09-03 04:05:10,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81504,AMEX,2016-09-05 19:51:04,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81506,AMEX,2016-09-04 03:29:07,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81507,AMEX,2016-09-06 17:42:23,GBP,1.89,1.89,,1,0,ECOM,AUTH
23-9-81510,AMEX,2016-09-06 15:02:58,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81513,AMEX,2016-09-05 22:21:17,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81514,AMEX,2016-09-03 01:54:32,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81516,AMEX,2016-09-05 23:17:23,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81517,AMEX,2016-09-04 09:09:36,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81518,AMEX,2016-09-03 22:05:48,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81519,AMEX,2016-09-04 17:50:59,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81524,AMEX,2016-09-03 14:12:19,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81527,AMEX,2016-09-04 02:30:05,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81529,AMEX,2016-09-06 14:54:25,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81535,AMEX,2016-09-03 06:46:20,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81537,AMEX,2016-09-04 03:43:16,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81539,AMEX,2016-09-05 10:36:20,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81544,AMEX,2016-09-06 00:45:29,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81545,AMEX,2016-09-06 04:15:58,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81546,AMEX,2016-09-04 00:49:13,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81547,AMEX,2016-09-03 21:39:18,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81549,AMEX,2016-09-03 06:01:05,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81550,AMEX,2016-09-05 03:31:05,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81552,AMEX,2016-09-04 06:48:01,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81555,AMEX,2016-09-05 10:37:40,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81559,AMEX,2016-09-06 23:39:24,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81562,AMEX,2016-09-03 08:34:28,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81564,AMEX,2016-09-05 14:14:53,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81566,AMEX,2016-09-05 18:09:45,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81570,AMEX,2016-09-04 05:45:38,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81573,AMEX,2016-09-04 19:07:30,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81574,AMEX,2016-09-05 15:27:16,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81577,AMEX,2016-09-06 06:12:02,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81578,AMEX,2016-09-05 09:10:38,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81579,AMEX,2016-09-03 07:35:38,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81580,AMEX,2016-09-05 05:30:14,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81581,AMEX,2016-09-04 05:59:11,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81583,AMEX,2016-09-04 19:12:44,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81585,AMEX,2016-09-05 11:55:31,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81589,AMEX,2016-09-05 04:57:59,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81592,AMEX,2016-09-04 15:17:21,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81594,AMEX,2016-09-05 14:03:03,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81596,AMEX,2016-09-05 23:54:39,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81598,AMEX,2016-09-05 01:19:14,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81600,AMEX,2016-09-04 16:53:07,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81602,AMEX,2016-09-06 20:52:53,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81609,AMEX,2016-09-03 21:45:36,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81611,AMEX,2016-09-06 20:23:22,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81612,AMEX,2016-09-05 14:20:59,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81614,AMEX,2016-09-06 21:09:54,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81615,AMEX,2016-09-05 05:43:19,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81617,AMEX,2016-09-05 14:38:21,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81628,AMEX,2016-09-05 03:27:10,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81629,AMEX,2016-09-04 21:48:07,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81630,AMEX,2016-09-03 01:56:03,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81633,AMEX,2016-09-05 18:08:36,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81638,AMEX,2016-09-04 10:30:59,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81640,AMEX,2016-09-06 22:37:56,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81641,AMEX,2016-09-06 20:01:37,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81643,AMEX,2016-09-06 18:14:24,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81649,AMEX,2016-09-04 20:45:35,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81650,AMEX,2016-09-03 05:11:17,GBP,1.89,1.89,,3,70000,ECOM,AUTH
23-9-81652,AMEX,2016-09-05 19:33:23,GBP,1.89,1.89,,3,70000,ECOM,AUTH
