transactionreference,paymenttypedescription,transactionstartedtimestamp,currencyiso3a,mainamount,settlemainamount,settledtimestamp,settlestatus,errorcode,accounttypedescription,requesttypedescription
23-9-86449,VISA,2016-07-16 04:07:51,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86451,VISA,2016-07-05 12:38:03,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86452,VISA,2016-07-19 01:22:18,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86453,VISA,2016-06-20 07:21:13,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86454,VISA,2016-07-10 06:23:12,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86455,VISA,2016-06-05 12:17:25,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86456,VISA,2016-06-09 07:35:13,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86457,VISA,2016-06-10 08:04:58,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86458,VISA,2016-07-20 11:50:59,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86459,VISA,2016-07-21 04:56:53,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86460,VISA,2016-07-19 12:27:26,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86461,VISA,2016-07-13 02:42:02,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86462,VISA,2016-06-08 01:31:04,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86463,VISA,2016-06-14 05:13:37,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86464,VISA,2016-06-16 12:21:53,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86465,VISA,2016-07-05 09:27:53,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86466,VISA,2016-07-14 07:45:54,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86467,VISA,2016-07-04 12:34:03,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86468,VISA,2016-07-06 04:03:26,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86469,VISA,2016-06-13 02:06:19,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86470,VISA,2016-07-02 03:46:14,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86471,VISA,2016-06-10 09:56:34,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86472,VISA,2016-07-07 10:18:23,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86473,VISA,2016-06-05 06:18:45,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86474,VISA,2016-07-21 04:16:40,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86475,VISA,2016-07-10 08:02:49,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86476,VISA,2016-07-17 03:02:46,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86477,VISA,2016-07-18 11:33:02,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86478,VISA,2016-07-16 04:22:30,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86479,VISA,2016-06-14 09:44:22,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86480,VISA,2016-06-07 12:19:13,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86481,VISA,2016-06-11 05:02:19,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86482,VISA,2016-07-09 10:28:55,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86483,VISA,2016-06-12 05:25:22,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86484,VISA,2016-07-06 10:23:19,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86485,VISA,2016-07-08 01:52:04,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86486,VISA,2016-07-21 07:31:37,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86487,VISA,2016-07-11 11:08:56,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86488,VISA,2016-07-16 01:42:59,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86489,VISA,2016-07-15 09:08:12,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86490,VISA,2016-06-12 07:58:04,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86491,VISA,2016-06-02 10:11:02,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86492,VISA,2016-07-06 09:16:31,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86493,VISA,2016-07-21 09:07:46,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86494,VISA,2016-06-04 05:16:54,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86495,VISA,2016-06-07 07:15:27,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86496,VISA,2016-07-18 01:58:26,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86497,VISA,2016-07-04 06:04:03,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86498,VISA,2016-06-22 08:25:25,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86499,VISA,2016-06-07 01:44:41,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86500,VISA,2016-07-06 05:58:47,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86501,VISA,2016-06-04 04:58:55,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86503,VISA,2016-06-16 12:11:20,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86506,VISA,2016-07-20 05:09:35,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86507,VISA,2016-07-08 09:04:20,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86508,VISA,2016-06-20 08:08:21,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86509,VISA,2016-07-04 06:38:31,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86510,VISA,2016-07-10 11:51:04,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86511,VISA,2016-07-14 12:05:10,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86512,VISA,2016-06-16 01:33:43,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86513,VISA,2016-07-08 01:35:02,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86514,VISA,2016-07-17 12:59:47,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86515,VISA,2016-07-03 03:55:19,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86516,VISA,2016-06-04 10:33:59,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86517,VISA,2016-06-13 11:04:19,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86518,VISA,2016-06-23 10:01:48,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86519,VISA,2016-07-09 06:30:41,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86520,VISA,2016-07-02 12:24:47,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86521,VISA,2016-06-07 02:11:10,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86522,VISA,2016-06-21 05:32:21,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86524,VISA,2016-07-15 04:13:54,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86525,VISA,2016-07-01 01:24:44,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86526,VISA,2016-06-23 01:18:12,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86527,VISA,2016-06-13 02:16:27,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86528,VISA,2016-06-07 03:03:11,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86529,VISA,2016-06-08 05:09:36,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86530,VISA,2016-06-08 11:27:56,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86531,VISA,2016-07-05 06:19:19,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86532,VISA,2016-07-14 04:33:14,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86533,VISA,2016-06-13 11:56:19,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86534,VISA,2016-07-04 03:44:35,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86535,VISA,2016-06-13 03:39:20,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86536,VISA,2016-07-11 12:41:30,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86537,VISA,2016-07-03 07:43:44,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86538,VISA,2016-07-05 06:28:41,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86539,VISA,2016-06-16 08:15:29,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86540,VISA,2016-06-03 12:51:24,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86541,VISA,2016-07-05 01:06:44,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86542,VISA,2016-07-16 03:18:59,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86543,VISA,2016-07-06 03:46:49,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86544,VISA,2016-06-11 08:43:30,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86545,VISA,2016-06-17 02:41:22,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86546,VISA,2016-07-16 08:08:31,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86547,VISA,2016-06-17 12:47:05,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86548,VISA,2016-07-20 07:32:10,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86549,VISA,2016-07-06 12:40:29,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86550,VISA,2016-06-23 07:18:21,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86551,VISA,2016-07-03 11:35:14,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86552,VISA,2016-07-11 01:08:11,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86553,VISA,2016-07-13 09:48:58,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86554,VISA,2016-07-10 08:25:03,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86555,VISA,2016-06-08 04:44:15,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86556,VISA,2016-06-22 05:24:18,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86557,VISA,2016-07-16 04:53:56,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86558,VISA,2016-07-14 10:40:17,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86560,VISA,2016-07-21 05:09:53,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86561,VISA,2016-06-01 07:33:06,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86562,VISA,2016-06-19 11:42:04,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86563,VISA,2016-07-04 01:34:35,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86564,VISA,2016-06-20 11:24:57,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86565,VISA,2016-07-13 07:35:37,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86566,VISA,2016-06-18 12:04:26,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86567,VISA,2016-07-02 04:27:37,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86568,VISA,2016-06-14 12:12:05,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86569,VISA,2016-06-09 05:41:36,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86570,VISA,2016-06-09 11:05:21,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86571,VISA,2016-06-03 10:15:07,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86572,VISA,2016-07-05 08:56:10,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86573,VISA,2016-06-01 12:29:40,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86574,VISA,2016-07-16 12:53:19,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86575,VISA,2016-06-19 07:44:22,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86576,VISA,2016-07-14 09:01:03,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86577,VISA,2016-07-03 08:59:18,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86578,VISA,2016-06-12 03:29:41,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86579,VISA,2016-06-11 07:52:31,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86580,VISA,2016-07-04 05:01:03,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86581,VISA,2016-06-15 06:02:45,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86582,VISA,2016-07-06 10:44:04,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86583,VISA,2016-06-22 08:24:36,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86584,VISA,2016-06-15 12:22:29,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86585,VISA,2016-07-06 04:07:34,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86586,VISA,2016-06-23 01:10:49,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86587,VISA,2016-06-20 01:07:05,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86589,VISA,2016-07-07 07:47:47,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86590,VISA,2016-06-14 06:03:48,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86591,VISA,2016-07-03 04:04:47,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86592,VISA,2016-07-09 09:29:53,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86593,VISA,2016-07-01 12:25:13,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86594,VISA,2016-07-09 11:30:05,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86595,VISA,2016-06-12 10:33:07,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86596,VISA,2016-07-01 07:36:06,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86597,VISA,2016-07-07 11:31:32,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86598,VISA,2016-07-10 04:01:06,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86599,VISA,2016-07-18 04:26:15,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86600,VISA,2016-06-04 03:45:53,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86601,VISA,2016-06-18 04:59:08,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86602,VISA,2016-06-15 08:11:04,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86603,VISA,2016-07-05 12:35:06,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86604,VISA,2016-07-11 07:27:01,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86605,VISA,2016-06-22 03:33:57,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86606,VISA,2016-06-01 12:45:07,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86607,VISA,2016-07-09 08:39:41,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86608,VISA,2016-07-11 03:29:37,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86609,VISA,2016-06-04 04:39:01,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86610,VISA,2016-07-14 09:25:47,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86611,VISA,2016-07-16 11:58:24,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86612,VISA,2016-07-01 01:18:04,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86613,VISA,2016-07-10 06:36:22,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86614,VISA,2016-07-03 01:16:58,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86615,VISA,2016-07-19 05:20:40,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86616,VISA,2016-07-21 08:17:13,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86617,VISA,2016-07-20 09:06:29,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86618,VISA,2016-06-21 02:31:34,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86619,VISA,2016-07-05 05:47:45,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86620,VISA,2016-06-04 09:49:25,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86621,VISA,2016-07-17 02:19:02,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86622,VISA,2016-07-12 08:51:32,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86623,VISA,2016-06-06 09:29:03,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86624,VISA,2016-06-04 12:41:10,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86625,VISA,2016-07-08 10:22:23,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86626,VISA,2016-07-10 12:33:13,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86627,VISA,2016-07-15 09:36:54,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86628,VISA,2016-06-09 04:43:05,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86629,VISA,2016-07-06 08:13:53,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86630,VISA,2016-07-19 05:56:56,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86631,VISA,2016-06-11 02:56:31,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86632,VISA,2016-07-04 01:56:27,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86633,VISA,2016-07-12 04:57:14,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86634,VISA,2016-07-18 06:59:43,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86635,VISA,2016-07-12 03:22:26,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86636,VISA,2016-06-07 12:40:35,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86637,VISA,2016-06-01 05:52:01,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86638,VISA,2016-06-21 10:35:41,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86640,VISA,2016-07-17 11:04:39,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86641,VISA,2016-06-01 09:36:05,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86642,VISA,2016-07-18 07:53:25,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86643,VISA,2016-07-08 01:16:17,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86644,VISA,2016-06-21 04:27:14,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86645,VISA,2016-07-07 09:35:09,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86646,VISA,2016-07-10 04:40:39,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86647,VISA,2016-06-12 04:08:17,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86648,VISA,2016-06-18 11:36:35,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86649,VISA,2016-06-08 11:41:38,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86650,VISA,2016-06-11 03:51:30,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86651,VISA,2016-07-03 12:48:50,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86652,VISA,2016-06-16 10:18:13,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86653,VISA,2016-07-06 11:14:38,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86654,VISA,2016-06-06 07:25:54,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86655,VISA,2016-06-14 05:16:23,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86656,VISA,2016-07-18 06:01:35,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86657,VISA,2016-07-06 01:52:59,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86658,VISA,2016-07-17 05:14:33,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86659,VISA,2016-07-09 08:45:59,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86660,VISA,2016-07-11 04:24:35,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86661,VISA,2016-07-10 10:41:35,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86662,VISA,2016-06-23 11:16:25,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86663,VISA,2016-07-19 04:20:52,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86664,VISA,2016-07-12 01:37:12,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86665,VISA,2016-06-20 10:49:30,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86666,VISA,2016-06-15 09:14:19,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86667,VISA,2016-06-18 03:47:09,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86668,VISA,2016-07-10 05:45:28,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86669,VISA,2016-06-02 02:33:32,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86670,VISA,2016-06-20 09:28:16,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86671,VISA,2016-06-18 04:05:12,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86672,VISA,2016-06-07 01:58:57,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86673,VISA,2016-07-04 03:35:54,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86674,VISA,2016-07-17 09:22:16,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86675,VISA,2016-07-13 06:20:46,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86676,VISA,2016-06-09 06:30:43,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86677,VISA,2016-07-08 02:16:16,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86678,VISA,2016-06-12 04:59:39,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86679,VISA,2016-06-09 11:54:22,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86680,VISA,2016-07-07 03:26:03,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86681,VISA,2016-07-09 09:46:22,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86682,VISA,2016-06-05 12:15:28,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86683,VISA,2016-06-23 08:42:38,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86684,VISA,2016-06-20 10:17:33,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86685,VISA,2016-07-01 04:19:14,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86686,VISA,2016-07-13 02:14:31,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86687,VISA,2016-07-08 10:26:28,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86688,VISA,2016-07-06 03:38:37,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86689,VISA,2016-07-21 07:13:55,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86690,VISA,2016-07-12 09:22:22,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86691,VISA,2016-06-15 12:42:37,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86692,VISA,2016-06-18 11:02:15,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86693,VISA,2016-06-14 04:59:17,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86694,VISA,2016-06-13 09:26:23,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86695,VISA,2016-06-17 04:29:32,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86696,VISA,2016-06-13 09:48:56,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86697,VISA,2016-06-20 05:01:19,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86698,VISA,2016-07-05 10:52:47,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86700,VISA,2016-06-02 06:42:32,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86701,VISA,2016-06-11 10:54:33,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86702,VISA,2016-07-09 09:01:22,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86703,VISA,2016-06-02 12:16:15,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86704,VISA,2016-07-18 12:18:46,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86705,VISA,2016-06-11 11:07:03,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86706,VISA,2016-07-13 05:04:25,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86707,VISA,2016-07-10 08:27:18,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86708,VISA,2016-07-09 10:05:46,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86709,VISA,2016-07-20 10:12:19,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86710,VISA,2016-06-15 07:40:30,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86711,VISA,2016-07-18 02:14:53,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86712,VISA,2016-06-09 10:20:57,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86713,VISA,2016-07-08 03:31:45,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86714,VISA,2016-06-16 03:35:20,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86715,VISA,2016-07-17 09:13:07,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86716,VISA,2016-07-17 10:18:29,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86717,VISA,2016-07-10 05:17:56,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86718,VISA,2016-06-10 02:52:16,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86719,VISA,2016-06-18 12:54:20,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86720,VISA,2016-06-07 11:42:32,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86721,VISA,2016-06-09 04:50:51,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86722,VISA,2016-07-02 05:18:45,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86723,VISA,2016-06-09 08:38:42,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86724,VISA,2016-07-11 10:31:14,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86725,VISA,2016-06-16 07:08:17,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86726,VISA,2016-06-08 11:11:16,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86727,VISA,2016-07-08 06:10:32,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86728,VISA,2016-07-21 10:08:25,GBP,1.00,1.00,,100,0,ECOM,AUTH
23-9-86729,VISA,2016-07-03 05:04:31,GBP,1.00,1.00,,100,0,ECOM,AUTH
